path	review	decision	current_issue_or_closure_evidence	input_sha256
evidence/E-141.md	read	consolidate-open	WebView/wpa lifecycle policy repairs live E-142; kernel WMT capability fault source batch closed E-209. Only unexplained wfca dac_override WI-069 and Tier2 FITRIM WI-043 remain.	9de537477c5029512e8214d5968c8b15fc3fb8d242797a86dc2f6b890d7963b7
evidence/E-142.md	read	delete-stale	Old pre-setup/MindTheGapps first boot and sticky pstore runtime superseded E-143/E-209; bound-tool reuse documented in current HANDOFF.	d9695d0c1a371291f7aae5950333aa5e1cdc4f4f5edf7bffe3af5c3ca5d93066
evidence/E-143.md	read	consolidate-baseline	Owner actually completed Q Google SetupWizard and post-setup AOSP role/IME gates; useful current product proof. GSF refusal conclusion should stay conditional unless raw service error proves reason.	df3d32a8a3d57bbde7112c7e8931032906fa8216f009cc8d373ab3769a67748d
evidence/E-144.md	read	consolidate-baseline	Front OTP reader returns blank flags; rear does not read CAM_CAL; both capture. Preserve facts in hardware notes, remove false both-stores-empty and no-camera-error generalization corrected E-171.	c63abf1ee1b6adf5ef62ec584024050df977defcde475815e0a1b47596b5ae3c
evidence/E-145.md	read	delete-stale	Closed AEC/service retirement/ioctl/cmdline repairs and old stock-pstore receipt superseded; raw property tuning still subjective WI-073.	c6344600f4b628e3960f363db832786c7bd9853a36cc4b01871c6ba6f2d516ae
evidence/E-146.md	read	consolidate-open	Owner ERM pulse threshold table useful WI-077; old independent keyboardTap and clock/calendar30 claims contradicted current Q source and values40. Preserve threshold only.	6dc89e7189f53c475c1acd58a14f7472d880d6ac94825107e26ed4c0162768e0
evidence/E-147.md	read	consolidate-baseline	Owner confirmed analog USB-C ordinary call, speaker mute and input route; remote keys deliberately unwanted. Keep hardware fact and explicit no need to repeat owner test.	834ed28f47eac10edebb60101e7d33ce8901ed9633d0d70ef6f22d37e384496d
evidence/E-148.md	read	delete-stale	Permanent camera-quality/no-app-improvement conclusion disproved by E-171 controlled Camera1/Snap work; do not retain closed_no_action verdict.	109692b3e4f54a7ef509825ac3fee0d1e039d68a99c50b766206671b64f62425
evidence/E-149.md	read	delete-closed	Composer PQ policy gaps implemented; latest source-camera/GPU gaps separate E-188/WI-023. Preserve feature-sweep-before-Enforcing rule only.	ed4e33d720c766b8cef323e9520fa5008e69019f0208d6f39e4a8bf576b729ef
evidence/E-150.md	read	delete-closed	NVRAM agent create/unlink narrowing installed; daemon recovery union still required. Preserve reachability/calibration-write invariants in sepolicy note, not closed auditallow narrative.	02b91e04cbe7402676011626619f0662256b7594edb5fe778ce99892f19fdb48
evidence/E-151.md	read	consolidate-open	Actual intermittent KCOL1 fault remains WI-080; no-kernel-source/unfixable/reboot-only claims superseded E-168 source diagnostics/recovery. Remove stale resolution and retain exact fault observation via E-168.	a2a110a9289fd940f3000137e613a038637932db655e8cf510d96c7c91a5786d
evidence/E-152.md	read	consolidate-open	mnld tcp/udp justified by actual location feature; preserve net_domain rule rationale. fuelgauged netlink soak still WI-081; current auditallow/window must be measured.	dc4bc7aa69476fc23c3300b3b62ee3160321156bac41e340930481e30ee70954
evidence/E-168.md	read	retain-open-trim	WI-080 remains genuinely intermittent/not root-caused; current kpd_hw/guard/recover support retained. Remove stale kpd_call_state next-vendor-build instruction if current source already removed.	907acbdaa5d79604c21eee00580a7e5cfeb26bbcad25a6976a64b97f564fbb1d
evidence/E-170.md	read	consolidate-baseline	Desired CU/CMCC switches and intent phone_id/item/value ordering implemented in current extract-files.sh; old WI-085 pending bug no longer current. IMS registration still WI-093.	4e1d0568c1cad53a9061d85feeb179f1e929e6fc6b1cdb5885d52e4760a20d1f
evidence/E-171.md	read	retain-open-trim	Snap implemented; actual residual default interpolated3840x2176 remains WI-086 (upstream app choice or truthful device HAL options). ION compat regression fixed later source; retain current camera constraints, delete resolved Camera2 failure narrative.	d803c917527ebb8f12c55b12e0d9f45c381bf809a5c8b524868dc036ecf03a70
evidence/E-176.md	read	consolidate-baseline	Cell printing proves 3200 mAh; charge_full=3200000 now installed. Preserve actual nominal rating and donor curve uncertainty in hardware/WI-046, remove superseded 4000 claims.	10a79fdabc8a9bd41073c9e22d936fc73ebefd09b8ba657c5e15fcf76660d4fe
evidence/E-181.md	read	retain-open-trim	APN types/masks and retry corrections landed; WI-093 still needs Chinese home IMS. Delete duplicate correction, obsolete not-built assertion and categorical roaming-impossible claim; source/product checks can prove merge only.	abf0ddff713fdd44eb50aca61c6daade562530d40f2edeba103d69c7277ed839
evidence/E-183.md	read	delete-closed	F2FS adopted through E-185/186 and current build19. Preserve source provenance/raw ABI/layout fixtures; no active ext4-only or isolated-only decision.	0ecc613992b6cb81167f1a769d8697cd25f6899aca62c5fe8cf63dbebc24c6a2
evidence/E-184.md	read	consolidate-open	Ext4 predecessor suspend/abort attribution valid; energy extrapolations withdrawn by E-187. Preserve WLAN abort attribution in WI-094 and comparison limits, delete obsolete runtime report.	3abbcea9f813f593270f317c369603219f2cfc190dc17dab0acf602df71377fa
evidence/E-185.md	read	consolidate-baseline	Corrected F2FS adopted; quota mmap, SQLite atomic/durability and scoped performance evidence remain useful baseline artifacts. Delete old isolated-only and final handset state narrative.	9b42e9a401ff08c54e32f599f4bb7b8984ce7b1045c43f844bb014ad08af2650
evidence/E-186.md	read	delete-closed	Canonical F2FS integration complete and build19 installed. Exact old merge/build state superseded; keep adoption source ancestry only if needed.	a803879d332a76df8f232ab2a1a4673740461f79c5fd14a65a245af4bcecc977
evidence/E-187.md	read	consolidate-open	Compiled HAFG20 charge_counter is integer UI_SOC estimate. Preserve CAR signed decoding/reset-aware measurement rule and WI-046 uncertainty in hardware/standby tool.	a3872768388b7fb853efec500f9181aa3b62473e92d9cfe9a310ab7be30d1412
evidence/E-188.md	read	consolidate-open	Kernel repairs installed and retained in build19. Preserve actual charging preset/calibration limits, completed owner manual tests and unresolved feature AVC/keypad/BT/GNSS boundaries; remove old pending connectivity narrative.	eb0611c8fc68213b54248cdbfd958727129306387975c825b91aa206b34623ca
evidence/E-189.md	read	delete-closed	Five source modules now installed/adopted. Preserve Motorola revision provenance and actual vendor-command contracts in source/manifest; old stock-module handset and future pilot instructions obsolete.	ba832bdcb952ff5ac57d8abbdd524727f8c359475d44335681d30e2109a3f5c6
evidence/E-190.md	read	delete-stale	Historical build attempts and native/module replacement batch adopted; pending WMT batches now E-209, Niagara/HOME workaround removed E-197. Preserve per-file adoption/provider/raw runtime artifacts; current BT/GNSS/Tier-2 limits are in workitems.	85f9217306e71ed1867e00128af07434eaad27935460c0264b7522ed022d947a
evidence/E-191.md	read	delete-closed	Dynamic dump/metadata guards adopted; build19 paired protocol supersedes legacy metadata setters. No active issue beyond separately tracked Tier-2/BT/GNSS.	422ce72e4ac636ea299074d3828830bdb076f1b664e3e98b7b63cb37a6aab0c3
evidence/E-192.md	read	delete-closed	Source loader installed/adopted and retained source launcher replaces formerly retained ELF E-209. Preserve loader source tests/provenance; historical baseline/future launcher statements obsolete.	5028140c16ed6ce4728d8312d56f344d55098d554cc1813d776f40fe7eb07150
evidence/E-193.md	read	delete-closed	Command ownership fix integrated and untagged limitation closed by paired v2 E-209. Preserve raw counterexamples and source fixture only.	93691dd5df1da1580f278711c9ebb7aa06e5a110daa19fbb9b0e30fe539ee427
evidence/E-194.md	read	delete-closed	Initialization serialization and all named subsequent operation-ownership batches installed by E-209; old next isolated build state obsolete.	5122b5baf8f80bf977de71418bee089f92bdcf4dac2611e12551b538fda002bc
evidence/E-195.md	read	delete-closed	Result/completion ownership installed; caller-buffer/history/untagged residuals addressed by E-198/200/207/209. Preserve source tests/raw failures.	ed9fdc3278b45b5d0651c0594f22de44df6701e6995288ec0ebb57e36548c646
evidence/E-196.md	read	delete-closed	Reset scalar cancellation installed; buffer/history/protocol residuals subsequently addressed. Hardware reset/unload remain unmeasured boundaries, not evidence this repair is pending.	110cc8f5955778d4d7470837511cd2c41b0be4ff02b9a28cf936fcef9e3a9bed
evidence/E-197.md	read	consolidate-baseline	Niagara removal and standard HOME policy verified E-209; retain concise current product contract plus raw removal receipt, delete old dedicated fallback/build14 narrative.	847e565e85f08e7076c7e81fe99ae7aede610f5401f7150218824d0062336fdf
evidence/E-198.md	read	delete-closed	Build15 WMT batch adopted and subsequent buffer/PSM/protocol work installed E-209. Old pending batch statements obsolete; preserve frozen receipts.	19580ad700cb5fd3e1efab44bfc9e8988da6faed6e9aa40c7e352e503d79d631
evidence/E-199.md	read	delete-closed	PSM/OSAL lifecycle installed E-204 and retained E-209; physical full-module unload not measured. No remaining task to build this batch.	da49a4d6d8f1abfef422c000987699a3f21e28bd2c1cf78a2867d3bb329d221d
evidence/E-200.md	read	delete-closed	Operation-owned buffers and pool closure installed E-204; ADIE actual producer/copy-out exercised. Preserve host lifetime evidence; real exceptional/hardware tests not inferred.	b8dcb59f5ebd0b0ab0f15c4b016bb4b000f50c9db89323a4d7078bf6fdeda365
evidence/E-201.md	read	delete-closed	Paired source launcher plus kernel v2 E-207/209 closes actual ambiguous reply defect. Preserve host failure histories and original contract artifacts only.	0f442be999368d82f644e9ee66b606c990fdef574143cafa7cdcd2db9cbe6979
evidence/E-202.md	read	delete-closed	Paired init unwind installed; platform internal failures later E-203/205; generic delayed-assert field race has no mt6755 caller. No active target defect established.	96f7b8e77fe58a13d3311f17cd4e5104b44baa032bf81a85b03bf09a8946a26f
evidence/E-203.md	read	delete-closed	Platform/callback lifetime repairs adopted E-209 with actual owner/thermal path. Host withdrawal evidence retained; module unload is still unmeasured, not a pending integration.	29d98d3b0c5ae4074759407dd57cae1d08b00b789d86954dcbc7ab597b629030
evidence/E-204.md	read	delete-closed	Historical build16 integrated batch superseded E-209; old platform exclusions and untagged limitation now closed. Preserve raw ADIE/provider/calibration/thermal baseline artifacts.	2ff96fd648aa2acabbbf8c5cb1b2d946c6ea7cf906f0abc9a1033ab10b234fec
evidence/E-205.md	read	delete-closed	MT6755 probe resource/owner fixes adopted E-209. Preserve source-probe failure tests; no current pending build. Full unload/power sequencing remain unmeasured.	dd078dd042e3babaf014db65ca6feb57f5256524c3b987f6150000c94faefadc
evidence/E-206.md	read	delete-closed	Build17 missing module owner fixed, installed and verified on both E-209 boots. Preserve original failure/owner regression artifacts; no current owner defect.	d62f672947a439f23c39c48c7f329d0cfe0a20f7d64779289fbcd357bed050bb
evidence/E-207.md	read	consolidate-baseline	Paired v2 protocol implementation installed E-209; preserve paired-install contract, source protocol/UAPI, host stale/duplicate tests and raw artifacts. Old frozen-parent build state unnecessary.	f731e7296335fe382d9c8da7d5dd175dd529dd164893c6090595ed51772ac2a6
evidence/E-208.md	read	delete-closed	Four-initializer Q compiler repair installed E-209; preserve compiler-equivalence result and failed build18 artifacts, remove obsolete pending state.	2f7346d9de19f1fdf85884888577a5f49b4bf2c12a97a57ac47441269d4d0266
evidence/E-209.md	read	retain-open-trim	Current adopted build19 identity and latest runtime bounds authoritative at review start. Keep concise installed/repro source heads, outstanding Tier-2/BT-audio/GNSS-fix/P2P-peer/unload limits; trim build chronology and avoid cold startup attribution beyond evidence.	51dedc5d6265b3411da298ccff9322a61e81a6ea56619d5b23a7ff1507451673
notes/HANDOFF.md	read	retain-open-trim	Current build19 handoff read in full first; retain one concise current build/test path and unresolved boundaries. Consolidate old prerequisites/history into current facts, remove links to deleted narrative.	a49c609b9871f635fb8f6aaf9f76ad9012160461333e402dc9e90db1d186aea3
notes/aosp-bringup-research.md	read	delete-stale	Early recipe repeats solved architecture and wrong current ext4/prebuilt kernel+module/enforcing-first instructions despite supersession preface. Keep only still-useful raw boot/GPT/VINTF baseline in hardware notes; source owns implemented build choices.	7a2008ee7fd81e7f8e1b3c0e360ce758001c565b492b05643261757e7727fb83
notes/aosp-source-migration.md	read	retain-open-trim	Current source adoption summary needed, but build13/current heads, Niagara HOME fix, remaining launcher candidate and pending build14 are obsolete after E-209/E-197. Retain actual provider ledger and unsatisfied source contracts with precise runtime boundaries.	1207a88ef7c787ae89fe4c9d125928a104ef873f6edfce190eb7d6eee14d4a69
notes/f2fs-feasibility.md	read	consolidate-baseline	F2FS decision is settled and installed. Retain one concise mount/durability/benchmark tradeoff summary with raw results; remove completed minimum-path plan and duplicated feasibility narrative.	a1cfef70427c139c96b8dface06d8d4d99908961d8a0a3762eb3d23feed97d65
notes/hardware-verification.md	read	retain-open-trim	Keep verified physical baseline and raw links. Correct current ext4 to F2FS; remove FBE cost assertion, init call_state keypad mechanism, rear CAM_CAL pending and physical camera-quality ceiling. Preserve 3200 nominal/CAR limits, two-mic unknowns, actual owner-completed input/OTG/audio evidence.	26329b5a459f57e428f4c215d199c1cf5705cd22d149e82ebed09e2e303bdc74
notes/sepolicy.md	read	retain-open-trim	Keep actual compile and runtime evidence workflow/current deliberate scope. Remove stale network adb, stock-only ground-truth claim, impossible all-gaps-invisible assertion, obsolete FDE/ipsec_mon/bridge stages and giant manual build recipe; current feature AVCs remain WI-023.	6ae9e1126f539b4313a510eef826eb2b4142999ec96fb741059e5336be59544d
notes/setupwizard-feasibility.md	read	consolidate-baseline	Coexistence is a proven current product contract; keep Lineage partner pages and Q-era SUW/whitelist facts. Delete WI-027 closed problem history, retired first-boot bullet and old 4907 failure instructions.	433662c98fcd848906cb5d55dbda37f6875f05ed17c878b1227526d868a665fa
notes/vowifi-feasibility.md	read	retain-open-trim	Tier contract remains. Delete incorrect four-row 1048575 APN acceptance that reintroduces E-181 CDMA profile failure; current source has ten 3GPP+IWLAN rows (512903). Refresh WFO receiver contract; narrow CVE exploit certainty to proven endpoint roles and remove stale hashes/stock-kernel language.	1bc070eddf748ada3b6a2e452e20f8f47520288dbf58bf1af8fbcd5527ea82bd
workitems.md	read	retain-open-trim	All active WI rows reviewed in full. Add current_cmd read side effect and still-flashed logo trailer defect unless fixed now; remove completed rows and avoid old WMT pending batches. Current radio/power/owner tests remain bounded.	0008ccbf3a33bb372267165efa7e2c64871d2f038882ed5b56deecbaaf5ec777
